Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [GBIF Taxonomy],Characteristics [Open Tree Taxonomy],Characteristics [Description],Characteristics [Basis of Record],Characteristics [Voucher Specimen],Experimental Condition [Collector],Experimental Condition [Collection Date],Experimental Condition [Identified By],Characteristics [Geodetic.datum],Characteristics [Latitude],Characteristics [Longitude],Characteristics [Elevation],Characteristics [Coordinate Precision],Protocol REF,Experimental Condition [Microscope],Experimental Condition [Microscope Instrument],Experimental Condition [Microscope Contrast Method],Experimental Condition [Microscope Magnification],Experimental Condition [Microscope Objective],Comment [Image File],Comment [Multi-Focus Image Fusion Stack],Comment [Image Stitching Stack],Phenotype,Phenotype Term Accession
Scapania brevicaulis,IMG_1221-1271 Scapania brevicaulis gemmae (40x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,gemmae,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_1221-1271 Scapania brevicaulis gemmae (40x),IMG_1221-1271 Scapania brevicaulis gemmae (40x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1272-1320 Scapania brevicaulis gemmae (40x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,gemmae,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_1272-1320 Scapania brevicaulis gemmae (40x),IMG_1272-1320 Scapania brevicaulis gemmae (40x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1321-1369 Scapania brevicaulis gemmae (40x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,gemmae,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_1321-1369 Scapania brevicaulis gemmae (40x),IMG_1321-1369 Scapania brevicaulis gemmae (40x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1370-1420 Scapania brevicaulis gemmae (40x DIC).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,gemmae,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_1370-1420 Scapania brevicaulis gemmae (40x DIC),IMG_1370-1420 Scapania brevicaulis gemmae (40x DIC),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1421-1471 Scapania brevicaulis stem cross section (20x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stem cross section,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_1421-1471 Scapania brevicaulis stem cross section (20x),IMG_1421-1471 Scapania brevicaulis stem cross section (20x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1472-1522 Scapania brevicaulis stem cross section (20x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stem cross section,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_1472-1522 Scapania brevicaulis stem cross section (20x),IMG_1472-1522 Scapania brevicaulis stem cross section (20x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1523-1573 Scapania brevicaulis stem cross section (20x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stem cross section,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_1523-1573 Scapania brevicaulis stem cross section (20x),IMG_1523-1573 Scapania brevicaulis stem cross section (20x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1574-1624 Scapania brevicaulis stem cross section (20x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stem cross section,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_1574-1624 Scapania brevicaulis stem cross section (20x),IMG_1574-1624 Scapania brevicaulis stem cross section (20x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1625-1675 Scapania brevicaulis leaf cross section (20x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf cross section,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_1625-1675 Scapania brevicaulis leaf cross section (20x),IMG_1625-1726 Scapania brevicaulis leaf cross section (20x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1676-1726 Scapania brevicaulis leaf cross section (20x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf cross section,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_1676-1726 Scapania brevicaulis leaf cross section (20x),IMG_1625-1726 Scapania brevicaulis leaf cross section (20x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1727-1777 Scapania brevicaulis leaf cross section (20x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf cross section,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_1727-1777 Scapania brevicaulis leaf cross section (20x),IMG_1727-1777 Scapania brevicaulis leaf cross section (20x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1778-1828 Scapania brevicaulis leaf cross section (20x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf cross section,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_1778-1828 Scapania brevicaulis leaf cross section (20x),IMG_1778-1828 Scapania brevicaulis leaf cross section (20x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1829-1888 Scapania brevicaulis leaf cross section (40x DIC).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf cross section,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_1829-1888 Scapania brevicaulis leaf cross section (40x DIC),IMG_1829-1888 Scapania brevicaulis leaf cross section (40x DIC),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1889-1974 Scapania brevicaulis leaf cross section (40x DIC).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf cross section,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_1889-1974 Scapania brevicaulis leaf cross section (40x DIC),IMG_1889-1974 Scapania brevicaulis leaf cross section (40x DIC),round cell,CMPU_0000118
Scapania brevicaulis,IMG_1975-2062 Scapania brevicaulis leaf cross section (40x DIC).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf cross section,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_1975-2062 Scapania brevicaulis leaf cross section (40x DIC),IMG_1975-2062 Scapania brevicaulis leaf cross section (40x DIC),round cell,CMPU_0000118
Scapania brevicaulis,IMG_2063-2107 Scapania brevicaulis leaf cross section (40x DIC).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf cross section,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_2063-2107 Scapania brevicaulis leaf cross section (40x DIC),IMG_2063-2107 Scapania brevicaulis leaf cross section (40x DIC),round cell,CMPU_0000118
Scapania brevicaulis,IMG_2108-2198 Scapania brevicaulis postical lobe cells leaf center (40x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,postical lobe cells leaf center,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_2108-2198 Scapania brevicaulis postical lobe cells leaf center (40x),IMG_2108-2198 Scapania brevicaulis postical lobe cells leaf center (40x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_2199-2274 Scapania brevicaulis antical lobe leaf margin (40x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,antical lobe leaf margin,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_2199-2274 Scapania brevicaulis antical lobe leaf margin (40x),IMG_2199-2274 Scapania brevicaulis antical lobe leaf margin (40x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_2275-2369 Scapania brevicaulis postical lobe leaf margin (40x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,postical lobe leaf margin,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_2275-2369 Scapania brevicaulis postical lobe leaf margin (40x),IMG_2275-2369 Scapania brevicaulis postical lobe leaf margin (40x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_2371 Scapania brevicaulis stature dorsal side (MP-E 2x).ome.tiff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stature dorsal side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,MP-E 2x,,Raw,IMG_2371 Scapania brevicaulis stature dorsal side (MP-E 2x),IMG_2371 Scapania brevicaulis stature dorsal side (MP-E 2x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_2372-2402 Scapania brevicaulis stature dorsal side (MP-E 2x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stature dorsal side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,MP-E 2x,,Raw,IMG_2372-2402 Scapania brevicaulis stature dorsal side (MP-E 2x),IMG_2372-2402 Scapania brevicaulis stature dorsal side (MP-E 2x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_2403 Scapania brevicaulis stature ventral side (MP-E 2x).ome.tiff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stature ventral side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,MP-E 2x,,Raw,IMG_2403 Scapania brevicaulis stature ventral side (MP-E 2x),IMG_2403 Scapania brevicaulis stature ventral side (MP-E 2x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_2405-2445 Scapania brevicaulis stature ventral side (MP-E 2x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stature ventral side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,MP-E 2x,,Raw,IMG_2405-2445 Scapania brevicaulis stature ventral side (MP-E 2x),IMG_2405-2445 Scapania brevicaulis stature ventral side (MP-E 2x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_2446-2496 Scapania brevicaulis stature ventral side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stature ventral side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_2446-2496 Scapania brevicaulis stature ventral side (2.5x),IMG_2446-2644 Scapania brevicaulis stature ventral side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_2497-2547 Scapania brevicaulis stature ventral side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stature ventral side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_2497-2547 Scapania brevicaulis stature ventral side (2.5x),IMG_2446-2644 Scapania brevicaulis stature ventral side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_2548-2593 Scapania brevicaulis stature ventral side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stature ventral side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_2548-2593 Scapania brevicaulis stature ventral side (2.5x),IMG_2446-2644 Scapania brevicaulis stature ventral side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_2594-2644 Scapania brevicaulis stature ventral side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stature ventral side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_2594-2644 Scapania brevicaulis stature ventral side (2.5x),IMG_2446-2644 Scapania brevicaulis stature ventral side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_2645-2695 Scapania brevicaulis stature dorsal side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stature dorsal side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_2645-2695 Scapania brevicaulis stature dorsal side (2.5x),IMG_2645-2842 Scapania brevicaulis stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_2696-2740 Scapania brevicaulis stature dorsal side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stature dorsal side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_2696-2740 Scapania brevicaulis stature dorsal side (2.5x),IMG_2645-2842 Scapania brevicaulis stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_2792-2842 Scapania brevicaulis stature dorsal side (2.5x).ome.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stature dorsal side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_2792-2842 Scapania brevicaulis stature dorsal side (2.5x),IMG_2645-2842 Scapania brevicaulis stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,IMG_2843 Scapania brevicaulis voucher specimen.ome.tiff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stature dorsal side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_2843 Scapania brevicaulis voucher specimen,IMG_2645-2842 Scapania brevicaulis stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis,,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stature dorsal side,Preserved Specimen,Zürich-00000,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,,IMG_2645-2842 Scapania brevicaulis stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania brevicaulis Processed,scapania_brevicaulis_leaf lobes.ome.tiff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf lobes,Preserved Specimen,Müller-000,"Müller, K.",1900-06-16,"Müller, K.",,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania brevicaulis Processed,scapania_brevicaulis_leaf_lobes_cross_section.ome.tiff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf lobes cross section,Preserved Specimen,Müller-000,"Müller, K.",1900-06-16,"Müller, K.",,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania brevicaulis Processed,scapania_brevicaulis_leaf_lobes_cross_section_detail.ome.tiff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf lobes cross section detail,Preserved Specimen,Müller-000,"Müller, K.",1900-06-16,"Müller, K.",,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania brevicaulis Processed,scapania_brevicaulis_gemmae.ome.tiff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,gemmae,Preserved Specimen,Müller-000,"Müller, K.",1900-06-16,"Müller, K.",,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania brevicaulis Processed,scapania_brevicaulis_stature_ventral_side.ome.tiff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stature ventral side,Preserved Specimen,Müller-000,"Müller, K.",1900-06-16,"Müller, K.",,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,Neofluar,Processed,,,round cell,CMPU_0000118
Scapania brevicaulis Processed,scapania_brevicaulis_stature_oberdorsal_side.ome.tiff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stature oberdorsal side,Preserved Specimen,Müller-000,"Müller, K.",1900-06-16,"Müller, K.",,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2x,MP-E,Processed,,,round cell,CMPU_0000118
Scapania brevicaulis Processed,scapania_brevicaulis_stature_dorsal_side.ome.tiff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stature dorsal side,Preserved Specimen,Müller-000,"Müller, K.",1900-06-16,"Müller, K.",,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,Neofluar,Processed,,,round cell,CMPU_0000118
Scapania brevicaulis Processed,scapania_brevicaulis_voucher_specimen.ome.tiff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,voucher specimen,Preserved Specimen,Müller-000,"Müller, K.",1900-06-16,"Müller, K.",,,,,,image acquisition and feature extraction protocol,,,,,,Processed,,,round cell,CMPU_0000118
Scapania brevicaulis Processed,scapania_brevicaulis_antical_lobe_leaf_margin.ome.tiff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,antical lobe leaf margin,Preserved Specimen,Müller-000,"Müller, K.",1900-06-16,"Müller, K.",,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania brevicaulis Processed,scapania_brevicaulis_stem_cross_section.ome.tiff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,stem cross section,Preserved Specimen,Müller-000,"Müller, K.",1900-06-16,"Müller, K.",,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania brevicaulis Processed,scapania_brevicaulis_postical_lobe_leaf_center.ome.tiff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,postical lobe leaf center,Preserved Specimen,Müller-000,"Müller, K.",1900-06-16,"Müller, K.",,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania brevicaulis Processed,scapania_brevicaulis_postical_lobe_leaf_margin.ome.tiff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,postical lobe leaf margin,Preserved Specimen,Müller-000,"Müller, K.",1900-06-16,"Müller, K.",,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania brevicaulis Processed,scapania_brevicaulis_postical_lobe_leaf_apex.ome.tiff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,postical lobe leaf apex,Preserved Specimen,Müller-000,"Müller, K.",1900-06-16,"Müller, K.",,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania brevicaulis Processed,scapania_brevicaulis_leaf lobes.ome.tifff,Scapania brevicaulis Taylor,NCBI Taxon,GBIF:4277188,GBIF:4277188,OTT:3855710,leaf lobes,Preserved Specimen,Müller-000,"Müller, K.",1900-06-16,"Müller, K.",,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,Apochromat,Processed,,,round cell,CMPU_0000118
