Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [GBIF Taxonomy],Characteristics [Open Tree Taxonomy],Characteristics [Description],Characteristics [Basis of Record],Characteristics [Voucher Specimen],Experimental Condition [Collector],Experimental Condition [Collection Date],Experimental Condition [Identified By],Characteristics [Geodetic.datum],Characteristics [Latitude],Characteristics [Longitude],Characteristics [Elevation],Characteristics [Coordinate Precision],Protocol REF,Experimental Condition [Microscope],Experimental Condition [Microscope Instrument],Experimental Condition [Microscope Contrast Method],Experimental Condition [Microscope Magnification],Experimental Condition [Microscope Objective],Comment [Image File],Comment [Multi-Focus Image Fusion Stack],Comment [Image Stitching Stack],Phenotype,Phenotype Term Accession
Scapania praetervisa,IMG_2253-2300 Scapania praetervisa leaf lobes cross section (20x).ome.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,leaf lobes cross section,Preserved Specimen,Urmi-2161,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_2253-2300 Scapania praetervisa leaf lobes cross section (20x),IMG_2253-2300 Scapania praetervisa Blattlappen Querschnitt (20x),round cell,CMPU_0000118
Scapania praetervisa,IMG_2301-2341 Scapania praetervisa leaf lobes cross section (20x).ome.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,leaf lobes cross section,Preserved Specimen,Urmi-2161,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_2301-2341 Scapania praetervisa leaf lobes cross section (20x),IMG_2301-2341 Scapania praetervisa Blattlappen Querschnitt (20x),round cell,CMPU_0000118
Scapania praetervisa,IMG_2342-2418 Scapania praetervisa leaf lobes cross section (40x DIC).ome.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,leaf lobes cross section,Preserved Specimen,Urmi-2161,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_2342-2418 Scapania praetervisa leaf lobes cross section (40x DIC),IMG_2342-2418 Scapania praetervisa Blattlappen Querschnitt (40x DIC),round cell,CMPU_0000118
Scapania praetervisa,IMG_2419-2495 Scapania praetervisa leaf lobes cross section (40x).ome.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,leaf lobes cross section,Preserved Specimen,Urmi-2161,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_2419-2495 Scapania praetervisa leaf lobes cross section (40x),IMG_2419-2495 Scapania praetervisa Blattlappen Querschnitt (40x),round cell,CMPU_0000118
Scapania praetervisa,IMG_2498-2572 Scapania praetervisa leaf lobes cross section (40x DIC).ome.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,leaf lobes cross section,Preserved Specimen,Urmi-2161,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_2498-2572 Scapania praetervisa leaf lobes cross section (40x DIC),IMG_2498-2572 Scapania praetervisa Blattlappen Querschnitt (40x DIC),round cell,CMPU_0000118
Scapania praetervisa,IMG_2573-2649 Scapania praetervisa leaf lobes cross section (40x).ome.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,leaf lobes cross section,Preserved Specimen,Urmi-2161,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,,Raw,IMG_2573-2649 Scapania praetervisa leaf lobes cross section (40x),IMG_2573-2649 Scapania praetervisa Blattlappen Querschnitt (40x),round cell,CMPU_0000118
Scapania praetervisa,IMG_2650-2707 Scapania praetervisa leaf lobes cross section (20x).ome.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,leaf lobes cross section,Preserved Specimen,Urmi-2161,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,,Raw,IMG_2650-2707 Scapania praetervisa leaf lobes cross section (20x),IMG_2650-2707 Scapania praetervisa Blattlappen Querschnitt (20x),round cell,CMPU_0000118
Scapania praetervisa,IMG_2709-2764 Scapania praetervisa stem cross section (40x DIC).ome.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,stem cross section,Preserved Specimen,Urmi-2161,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_2709-2764 Scapania praetervisa stem cross section (40x DIC),IMG_2709-2764 Scapania praetervisa Staemmchen Querschnitt (40x DIC),round cell,CMPU_0000118
Scapania praetervisa,IMG_2765-2835 Scapania praetervisa stem cross section (40x DIC).ome.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,stem cross section,Preserved Specimen,Urmi-2161,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_2765-2835 Scapania praetervisa stem cross section (40x DIC),IMG_2765-2835 Scapania praetervisa Staemmchen Querschnitt (40x DIC),round cell,CMPU_0000118
Scapania praetervisa,IMG_2836-2906 Scapania praetervisa stem cross section (40x DIC).ome.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,stem cross section,Preserved Specimen,Urmi-2161,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,,Raw,IMG_2836-2906 Scapania praetervisa stem cross section (40x DIC),IMG_2836-2906 Scapania praetervisa Staemmchen Querschnitt (40x DIC),round cell,CMPU_0000118
Scapania praetervisa,IMG_2907-2963 Scapania praetervisa ventral side stature (5x).ome.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,ventral side stature,Preserved Specimen,Urmi-2161,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,,Raw,IMG_2907-2963 Scapania praetervisa ventral side stature (5x),IMG_2907-3021 Scapania praetervisa Oberseite Habitus (5x),round cell,CMPU_0000118
Scapania praetervisa,IMG_2964-3021 Scapania praetervisa ventral side stature (5x).ome.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,ventral side stature,Preserved Specimen,Urmi-2161,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,,Raw,IMG_2964-3021 Scapania praetervisa ventral side stature (5x),IMG_2907-3021 Scapania praetervisa Oberseite Habitus (5x),round cell,CMPU_0000118
Scapania praetervisa,IMG_3022-3080 Scapania praetervisa dorsal side stature (5x).ome.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,dorsal side stature,Preserved Specimen,Urmi-2161,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,,Raw,IMG_3022-3080 Scapania praetervisa dorsal side stature (5x),IMG_3022-3130 Scapania praetervisa Unterseite Habitus (5x),round cell,CMPU_0000118
Scapania praetervisa,IMG_3081-3130 Scapania praetervisa dorsal side stature (5x).ome.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,dorsal side stature,Preserved Specimen,Urmi-2161,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,,Raw,IMG_3081-3130 Scapania praetervisa dorsal side stature (5x),IMG_3022-3130 Scapania praetervisa Unterseite Habitus (5x),round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa.ome.tiff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,3.0x,Laowa,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_leaf_lobes_cross_section.ome.tiff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,leaf lobes cross section,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_leaf_lobes_cross_section_detail.ome.tiff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,leaf lobes cross section detail,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_leaf_lobes.ome.tiff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,leaf lobes,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,10x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_leaf_margin.ome.tiff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,leaf margin,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_leaf_apex.ome.tiff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,leaf apex,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_gemmae.ome.tiff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,gemmae,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_stature.ome.tiff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,stature,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,4.5x,Laowa,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_stature_ventral_side.ome.tiff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,stature ventral side,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_stature_dorsal_side.ome.tiff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,stature dorsal side,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_voucher_specimen.ome.tiff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,voucher specimen,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,,,,,,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_stem_cross_section.ome.tiff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,stem cross section,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,3.0x,Laowa,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_leaf_lobes_cross_section.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,leaf lobes cross section,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,20x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_leaf_lobes_cross_section_detail.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,leaf lobes cross section detail,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_leaf_lobes.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,leaf lobes,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,10x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_leaf_margin.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,leaf margin,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_leaf_apex.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,leaf apex,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_gemmae.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,gemmae,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_stature.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,stature,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,4.5x,Laowa,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_stature_ventral_side.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,stature ventral side,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_stature_dorsal_side.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,stature dorsal side,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,5x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_voucher_specimen.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,voucher specimen,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,,,,,,Processed,,,round cell,CMPU_0000118
Scapania praetervisa Processed,scapania_praetervisa_stem_cross_section.ome.tifff,Scapania praetervisa Meyl.,NCBI Taxon,GBIF:4277193,GBIF:4277193,OTT:7571327,stem cross section,Preserved Specimen,Urmi-2161,"Urmi, E.",1982-08-21,"Urmi, E.",WGS84,46.69750779,9.127191834,1750,1000,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,DIC,40x,Apochromat,Processed,,,round cell,CMPU_0000118
Scapania scandica,IMG_0002 Scapania scandica voucher specimen.ome.tiff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,voucher specimen,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,,,Raw,IMG_0002 Scapania scandica voucher specimen,IMG_0002 Scapania scandica voucher specimen,round cell,CMPU_0000118
Scapania scandica,IMG_0004-0054 Scapania scandica stature ventral side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature ventral side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0004-0054 Scapania scandica stature ventral side (2.5x),IMG_0004-0156 Scapania scandica stature ventral side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0055-0105 Scapania scandica stature ventral side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature ventral side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0055-0105 Scapania scandica stature ventral side (2.5x),IMG_0004-0156 Scapania scandica stature ventral side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0106-0156 Scapania scandica stature ventral side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature ventral side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0106-0156 Scapania scandica stature ventral side (2.5x),IMG_0004-0156 Scapania scandica stature ventral side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0157-0207 Scapania scandica stature dorsal side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature dorsal side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0157-0207 Scapania scandica stature dorsal side (2.5x),IMG_0157-0299 Scapania scandica stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0208-0248 Scapania scandica stature dorsal side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature dorsal side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0208-0248 Scapania scandica stature dorsal side (2.5x),IMG_0157-0299 Scapania scandica stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0249-0299 Scapania scandica stature dorsal side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature dorsal side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0249-0299 Scapania scandica stature dorsal side (2.5x),IMG_0157-0299 Scapania scandica stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0300-0350 Scapania scandica stature ventral side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature ventral side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0300-0350 Scapania scandica stature ventral side (2.5x),IMG_0300-0399 Scapania scandica stature ventral side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0351-0399 Scapania scandica stature ventral side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature ventral side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0351-0399 Scapania scandica stature ventral side (2.5x),IMG_0300-0399 Scapania scandica stature ventral side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0400-0450 Scapania scandica stature ventral side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature ventral side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0400-0450 Scapania scandica stature ventral side (2.5x),IMG_0400-0538 Scapania scandica stature ventral side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0451-0501 Scapania scandica stature ventral side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature ventral side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0451-0501 Scapania scandica stature ventral side (2.5x),IMG_0400-0538 Scapania scandica stature ventral side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0502-0538 Scapania scandica stature ventral side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature ventral side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0502-0538 Scapania scandica stature ventral side (2.5x),IMG_0400-0538 Scapania scandica stature ventral side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0539-0589 Scapania scandica stature ventral side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature ventral side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0539-0589 Scapania scandica stature ventral side (2.5x),IMG_0539-0630 Scapania scandica stature ventral side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0590-0630 Scapania scandica stature ventral side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature ventral side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0590-0630 Scapania scandica stature ventral side (2.5x),IMG_0539-0630 Scapania scandica stature ventral side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0631-0681 Scapania scandica stature dorsal side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature dorsal side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0631-0681 Scapania scandica stature dorsal side (2.5x),IMG_0631-0732 Scapania scandica stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0682-0732 Scapania scandica stature dorsal side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature dorsal side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0682-0732 Scapania scandica stature dorsal side (2.5x),IMG_0631-0732 Scapania scandica stature dorsal side (2.5x),round cell,CMPU_0000118
Scapania scandica,IMG_0733-0783 Scapania scandica stature dorsal side (2.5x).ome.ome.tifff,Scapania scandica (Arnell & H.Buch) Macvicar,NCBI Taxon,NCBI:1133317,GBIF:4277166,OTT:1062956,stature dorsal side,Preserved Specimen,Zürich-017155,,,,,,,,,image acquisition and feature extraction protocol,Microscopy Imaging,Zeiss Axio Scope.A1,,2.5x,,Raw,IMG_0733-0783 Scapania scandica stature dorsal side (2.5x),IMG_0733-0874 Scapania scandica stature dorsal side (2.5x),round cell,CMPU_0000118
